combat_id,timestamp,event,source,target,spell_name,amount,effective_amount,type,zone_id,zone_name
4,3/4/2026 16:47:01.9091,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Hammer and Anvil,617,0,heal,0,Silvermoon City
4,3/4/2026 16:47:02.1261,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,124,124,damage,0,Silvermoon City
4,3/4/2026 16:47:02.8611,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Holy Shock,2954,2954,damage,0,Silvermoon City
4,3/4/2026 16:47:02.8611,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Melee,-1,-1,damage,0,Silvermoon City
4,3/4/2026 16:47:03.2441,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,61,61,damage,0,Silvermoon City
4,3/4/2026 16:47:04.0941,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
4,3/4/2026 16:47:04.1951,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Lightforged Blessing,764,0,heal,0,Silvermoon City
4,3/4/2026 16:47:04.1961,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Shield of the Righteous,4065,4065,damage,0,Silvermoon City
0,3/4/2026 16:47:04.1971,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Brought to Light,3819,0,heal,0,
5,3/4/2026 16:48:09.2581,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Holy Shock,2098,2098,damage,0,Silvermoon City
5,3/4/2026 16:48:18.2881,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Divine Guidance,1102,860,heal,0,Silvermoon City
5,3/4/2026 16:48:18.2891,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
5,3/4/2026 16:48:18.2891,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,3527,0,heal,0,Silvermoon City
5,3/4/2026 16:48:18.2901,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Melee,-1,-1,damage,0,Silvermoon City
5,3/4/2026 16:48:18.2911,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Divine Guidance,1470,1470,damage,0,Silvermoon City
5,3/4/2026 16:48:18.2911,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,63,63,damage,0,Silvermoon City
5,3/4/2026 16:48:18.2911,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,60,60,damage,0,Silvermoon City
5,3/4/2026 16:48:18.4211,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Judgment,2266,2266,damage,0,Silvermoon City
5,3/4/2026 16:48:19.1881,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,60,60,damage,0,Silvermoon City
5,3/4/2026 16:48:19.2881,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
5,3/4/2026 16:48:19.6071,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Brought to Light,3819,0,heal,0,Silvermoon City
5,3/4/2026 16:48:19.6081,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Holy Shock,5473,5473,damage,0,Silvermoon City
0,3/4/2026 16:48:20.3061,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,
0,3/4/2026 16:48:21.2581,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,61,0,heal,0,
0,3/4/2026 16:48:22.3251,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,
6,3/4/2026 18:32:56.2431,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Holy Shock,2164,2164,damage,0,Silvermoon City
6,3/4/2026 18:32:58.3601,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,1763,0,heal,0,Silvermoon City
6,3/4/2026 18:32:58.3621,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
6,3/4/2026 18:32:58.3621,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,62,62,damage,0,Silvermoon City
6,3/4/2026 18:32:58.7761,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Judgment,2277,2277,damage,0,Silvermoon City
6,3/4/2026 18:32:59.3431,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,59,59,damage,0,Silvermoon City
6,3/4/2026 18:33:00.1781,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
6,3/4/2026 18:33:00.4121,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
6,3/4/2026 18:33:01.9631,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Holy Shock,2336,2336,damage,0,Silvermoon City
6,3/4/2026 18:33:02.8141,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
6,3/4/2026 18:33:03.2811,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Lightforged Blessing,764,764,heal,0,Silvermoon City
6,3/4/2026 18:33:03.2821,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Shield of the Righteous,4157,4157,damage,0,Silvermoon City
6,3/4/2026 18:33:03.3971,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Shining Righteousness,2492,2492,damage,0,Silvermoon City
6,3/4/2026 18:33:04.5811,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Divine Guidance,2205,1561,heal,0,Silvermoon City
6,3/4/2026 18:33:04.5821,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
6,3/4/2026 18:33:04.5821,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,1764,0,heal,0,Silvermoon City
6,3/4/2026 18:33:04.5831,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Divine Guidance,1470,1470,damage,0,Silvermoon City
6,3/4/2026 18:33:04.5831,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,62,62,damage,0,Silvermoon City
6,3/4/2026 18:33:04.5831,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,61,61,damage,0,Silvermoon City
6,3/4/2026 18:33:04.7481,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Judgment,2256,2256,damage,0,Silvermoon City
6,3/4/2026 18:33:05.1311,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
6,3/4/2026 18:33:05.6811,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,61,61,damage,0,Silvermoon City
6,3/4/2026 18:33:05.6821,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,30,heal,0,Silvermoon City
6,3/4/2026 18:33:06.5331,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,120,120,damage,0,Silvermoon City
6,3/4/2026 18:33:06.5341,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Holy Shock,2805,2805,damage,0,Silvermoon City
6,3/4/2026 18:33:06.6351,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,30,heal,0,Silvermoon City
6,3/4/2026 18:33:07.4671,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
6,3/4/2026 18:33:07.4671,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,124,124,damage,0,Silvermoon City
6,3/4/2026 18:33:07.6671,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,30,heal,0,Silvermoon City
6,3/4/2026 18:33:08.3021,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
6,3/4/2026 18:33:08.8341,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,31,heal,0,Silvermoon City
